City,State,Query,Coordinates,Latitude,Longitude
Manisa,Kırkağaç,Manisa Kırkağaç,"39.1077211,27.6667629",39.1077211,27.6667629
Manisa,Gördes,Manisa Gördes,"38.9315063,28.2839994",38.9315063,28.2839994
Manisa,Kula,Manisa Kula,"38.5455433,28.6171",38.5455433,28.6171
Manisa,Gölmarmara,Manisa Gölmarmara,"38.7110023,27.9016498",38.7110023,27.9016498
Manisa,Demirci,Manisa Demirci,"39.0445273,28.6466064",39.0445273,28.6466064
Manisa,Akhisar,Manisa Akhisar,"38.9238786,27.8001757",38.9238786,27.8001757
Manisa,Ahmetli,Manisa Ahmetli,"38.5167788,27.9212803",38.5167788,27.9212803
Mardin,Savur,Mardin Savur,"37.591441,40.7229522",37.591441,40.7229522
Mardin,Ömerli,Mardin Ömerli,"37.3711682,40.9298082",37.3711682,40.9298082
Mardin,Nusaybin,Mardin Nusaybin,"37.0837524,41.2022666",37.0837524,41.2022666
Mardin,Midyat,Mardin Midyat,"37.4245015,41.3009001",37.4245015,41.3009001
Mardin,Mazıdağı,Mardin Mazıdağı,"37.4562151,40.2699147",37.4562151,40.2699147
Mardin,Kızıltepe,Mardin Kızıltepe,"37.2051047,40.5602886",37.2051047,40.5602886
Mardin,Derik,Mardin Derik,"37.3613591,40.2535389",37.3613591,40.2535389
Mardin,Dargeçit,Mardin Dargeçit,"37.5447451,41.7071554",37.5447451,41.7071554
Mardin,Artuklu,Mardin Artuklu,"37.3374544,40.4807077",37.3374544,40.4807077
Mardin,Yeşilli,Mardin Yeşilli,"37.591441,40.7229522",37.591441,40.7229522
Mersin,Yenişehir,Mersin Yenişehir,"36.8436873,34.4469018",36.8436873,34.4469018
Mersin,Toroslar,Mersin Toroslar,"36.7428762,34.3637615",36.7428762,34.3637615
Mersin,Çamlıyayla,Mersin Çamlıyayla,"37.2509196,34.4195611",37.2509196,34.4195611
Mersin,Silifke,Mersin Silifke,"36.3779477,33.9106146",36.3779477,33.9106146
Mersin,Akdeniz,Mersin Akdeniz,"36.8854852,34.6364533",36.8854852,34.6364533
Mersin,Anamur,Mersin Anamur,"36.0690805,32.8193556",36.0690805,32.8193556
Mersin,Tarsus,Mersin Tarsus,"36.9229674,34.8556966",36.9229674,34.8556966
Mersin,Bozyazı,Mersin Bozyazı,"36.2804452,32.815354",36.2804452,32.815354
Mersin,Erdemli,Mersin Erdemli,"36.6086087,34.2753917",36.6086087,34.2753917
Mersin,Gülnar,Mersin Gülnar,"36.3376243,33.3913743",36.3376243,33.3913743
Mersin,Mezitli,Mersin Mezitli,"36.7428762,34.3637615",36.7428762,34.3637615
Mersin,Aydıncık,Mersin Aydıncık,"36.2103791,33.2273899",36.2103791,33.2273899
Mersin,Mut,Mersin Mut,"36.7999723,34.628116",36.7999723,34.628116
Muğla,Milas,Muğla Milas,"37.3090326,27.7697803",37.3090326,27.7697803
Muğla,Menteşe,Muğla Menteşe,"37.2101718,28.3436546",37.2101718,28.3436546
Muğla,Bodrum,Muğla Bodrum,"37.0358229,27.3921315",37.0358229,27.3921315
Muğla,Dalaman,Muğla Dalaman,"36.7792315,28.7882796",36.7792315,28.7882796
Muğla,Datça,Muğla Datça,"36.7336743,27.6776798",36.7336743,27.6776798
Muğla,Fethiye,Muğla Fethiye,"36.6518817,29.0805851",36.6518817,29.0805851
Muğla,Kavaklıdere,Muğla Kavaklıdere,"37.4457769,28.3588369",37.4457769,28.3588369
Muğla,Marmaris,Muğla Marmaris,"36.8481176,28.2408031",36.8481176,28.2408031
Muğla,Yatağan,Muğla Yatağan,"37.3330987,27.9777482",37.3330987,27.9777482
Muğla,Ula,Muğla Ula,"37.1076174,28.3810347",37.1076174,28.3810347
Muğla,Seydikemer,Muğla Seydikemer,"36.6372741,29.1144995",36.6372741,29.1144995
Muğla,Köyceğiz,Muğla Köyceğiz,"36.9713226,28.6809228",36.9713226,28.6809228
Muğla,Ortaca,Muğla Ortaca,"36.8332301,28.7099186",36.8332301,28.7099186
Muş,Merkez,Muş Merkez,"38.7698756,41.1690027",38.7698756,41.1690027
Muş,Varto,Muş Varto,"39.1733382,41.4437158",39.1733382,41.4437158
Muş,Korkut,Muş Korkut,"38.7350948,41.7751183",38.7350948,41.7751183
Muş,Bulanık,Muş Bulanık,"39.093563,42.2505541",39.093563,42.2505541
Muş,Malazgirt,Muş Malazgirt,"39.1410295,42.5157332",39.1410295,42.5157332
Muş,Hasköy,Muş Hasköy,"38.6834193,41.6756129",38.6834193,41.6756129
Nevşehir,Acıgöl,Nevşehir Acıgöl,"38.5332548,34.4023404",38.5332548,34.4023404
Nevşehir,Avanos,Nevşehir Avanos,"38.7137042,34.824053",38.7137042,34.824053
Nevşehir,Derinkuyu,Nevşehir Derinkuyu,"38.3753888,34.7137452",38.3753888,34.7137452
Nevşehir,Gülşehir,Nevşehir Gülşehir,"38.7435893,34.6158934",38.7435893,34.6158934
Nevşehir,Hacıbektaş,Nevşehir Hacıbektaş,"38.9425117,34.5537178",38.9425117,34.5537178
Nevşehir,Kozaklı,Nevşehir Kozaklı,"39.2069132,34.8414148",39.2069132,34.8414148
Nevşehir,Merkez,Nevşehir Merkez,"38.5646269,34.4888402",38.5646269,34.4888402
Nevşehir,Ürgüp,Nevşehir Ürgüp,"38.6372928,34.902372",38.6372928,34.902372
Niğde,Bor,Niğde Bor,"37.8868881,34.5374761",37.8868881,34.5374761
Niğde,Çamardı,Niğde Çamardı,"37.8350689,34.9810735",37.8350689,34.9810735
Niğde,Çiftlik,Niğde Çiftlik,"38.1758962,34.2826252",38.1758962,34.2826252
Niğde,Merkez,Niğde Merkez,"38.1329277,34.5120414",38.1329277,34.5120414
Niğde,Ulukışla,Niğde Ulukışla,"37.5517975,34.4665288",37.5517975,34.4665288
Niğde,Altunhisar,Niğde Altunhisar,"37.9945943,34.3625424",37.9945943,34.3625424
Ordu,İkizce,Ordu İkizce,"41.0491596,37.0482666",41.0491596,37.0482666
Ordu,Akkuş,Ordu Akkuş,"40.7941686,37.0126669",40.7941686,37.0126669
Ordu,Altınordu,Ordu Altınordu,"40.9936302,37.8236054",40.9936302,37.8236054
Ordu,Aybastı,Ordu Aybastı,"40.6841642,37.3663196",40.6841642,37.3663196
Ordu,Çamaş,Ordu Çamaş,"40.8940845,37.4944656",40.8940845,37.4944656
Ordu,Çatalpınar,Ordu Çatalpınar,"41.1059832,37.2464118",41.1059832,37.2464118
Ordu,Çaybaşı,Ordu Çaybaşı,"41.0173197,37.0946739",41.0173197,37.0946739
Ordu,Fatsa,Ordu Fatsa,"41.0494134,37.430354",41.0494134,37.430354
Ordu,Gölköy,Ordu Gölköy,"40.6895307,37.5969327",40.6895307,37.5969327
Ordu,Gülyalı,Ordu Gülyalı,"40.9533946,38.0442056",40.9533946,38.0442056
Ordu,Gürgentepe,Ordu Gürgentepe,"40.7885562,37.5966428",40.7885562,37.5966428
Ordu,Kabataş,Ordu Kabataş,"40.752078,37.441843",40.752078,37.441843
Ordu,Korgan,Ordu Korgan,"40.8243012,37.3333928",40.8243012,37.3333928
Ordu,Kumru,Ordu Kumru,"40.8771257,37.2510047",40.8771257,37.2510047
Ordu,Mesudiye,Ordu Mesudiye,"40.4648931,37.7699677",40.4648931,37.7699677
Ordu,Perşembe,Ordu Perşembe,"41.0849381,37.7524671",41.0849381,37.7524671
Ordu,Ulubey,Ordu Ulubey,"40.8734548,37.7500354",40.8734548,37.7500354
Ordu,Ünye,Ordu Ünye,"41.1141714,37.2251149",41.1141714,37.2251149
Ordu,Kabadüz,Ordu Kabadüz,"40.8612994,37.8825469",40.8612994,37.8825469
Osmaniye,Bahçe,Osmaniye Bahçe,"37.2014878,36.5554671",37.2014878,36.5554671
Osmaniye,Düziçi,Osmaniye Düziçi,"37.2486396,36.4132881",37.2486396,36.4132881
Osmaniye,Hasanbeyli,Osmaniye Hasanbeyli,"37.1324662,36.5454338",37.1324662,36.5454338
Osmaniye,Kadirli,Osmaniye Kadirli,"37.3694538,36.0767051",37.3694538,36.0767051
Osmaniye,Merkez,Osmaniye Merkez,"37.0866784,36.1235721",37.0866784,36.1235721
Osmaniye,Sumbas,Osmaniye Sumbas,"37.4538499,36.0165049",37.4538499,36.0165049
Osmaniye,Toprakkale,Osmaniye Toprakkale,"37.058022,36.141005",37.058022,36.141005
Rize,Fındıklı,Rize Fındıklı,"41.2708684,41.1283552",41.2708684,41.1283552
Rize,Kalkandere,Rize Kalkandere,"40.9254018,40.4343164",40.9254018,40.4343164
Rize,Ardeşen,Rize Ardeşen,"41.18469,40.9601671",41.18469,40.9601671
Rize,Çamlıhemşin,Rize Çamlıhemşin,"41.0476555,41.0025198",41.0476555,41.0025198
Rize,Çayeli,Rize Çayeli,"41.0757475,40.7172672",41.0757475,40.7172672
Rize,Derepazarı,Rize Derepazarı,"41.0215323,40.4175859",41.0215323,40.4175859
Rize,Güneysu,Rize Güneysu,"40.9815404,40.6091269",40.9815404,40.6091269
Rize,Hemşin,Rize Hemşin,"41.0470616,40.8965357",41.0470616,40.8965357
Rize,İkizdere,Rize İkizdere,"40.7792195,40.5563672",40.7792195,40.5563672
Rize,İyidere,Rize İyidere,"41.0051555,40.3520336",41.0051555,40.3520336
Rize,Merkez,Rize Merkez,"40.9526147,40.4734314",40.9526147,40.4734314
Rize,Pazar,Rize Pazar,"41.1771617,40.8812583",41.1771617,40.8812583
Sakarya,Kaynarca,Sakarya Kaynarca,"41.0333978,30.2902703",41.0333978,30.2902703
Sakarya,Kocaali,Sakarya Kocaali,"41.0597474,30.8441031",41.0597474,30.8441031
Sakarya,Sapanca,Sakarya Sapanca,"40.6907002,30.2011396",40.6907002,30.2011396
Sakarya,Taraklı,Sakarya Taraklı,"40.3958511,30.4887904",40.3958511,30.4887904
Sakarya,Söğütlü,Sakarya Söğütlü,"40.9043585,30.4715094",40.9043585,30.4715094
Sakarya,Karasu,Sakarya Karasu,"41.1026418,30.6541441",41.1026418,30.6541441
Sakarya,Serdivan,Sakarya Serdivan,"40.7490821,30.341009",40.7490821,30.341009
Sakarya,Karapürçek,Sakarya Karapürçek,"40.6148558,30.4742641",40.6148558,30.4742641
Sakarya,Pamukova,Sakarya Pamukova,"40.509772,30.1547923",40.509772,30.1547923
Sakarya,Geyve,Sakarya Geyve,"40.5097739,30.2817358",40.5097739,30.2817358
Sakarya,Ferizli,Sakarya Ferizli,"40.940855,30.4829304",40.940855,30.4829304
Sakarya,Erenler,Sakarya Erenler,"40.6933932,30.4151361",40.6933932,30.4151361
Sakarya,Arifiye,Sakarya Arifiye,"40.6797132,30.3128625",40.6797132,30.3128625
Sakarya,Akyazı,Sakarya Akyazı,"40.6711002,30.6042652",40.6711002,30.6042652
Sakarya,Adapazarı,Sakarya Adapazarı,"40.7888702,30.3956328",40.7888702,30.3956328
Sakarya,Hendek,Sakarya Hendek,"40.7951186,30.6921776",40.7951186,30.6921776
Samsun,Yakakent,Samsun Yakakent,"41.634885,35.5074418",41.634885,35.5074418
Samsun,Vezirköprü,Samsun Vezirköprü,"41.1415432,35.4527543",41.1415432,35.4527543
Samsun,Terme,Samsun Terme,"41.2330296,36.2842818",41.2330296,36.2842818
Samsun,Tekkeköy,Samsun Tekkeköy,"41.2328322,36.4083126",41.2328322,36.4083126
Samsun,Salıpazarı,Samsun Salıpazarı,"41.0813805,36.8216184",41.0813805,36.8216184
Samsun,Ladik,Samsun Ladik,"40.9146923,35.8846413",40.9146923,35.8846413
Samsun,Kavak,Samsun Kavak,"41.1305897,35.8677434",41.1305897,35.8677434
Samsun,İlkadım,Samsun İlkadım,"41.2915306,36.2724136",41.2915306,36.2724136
Samsun,Havza,Samsun Havza,"41.0746889,35.5178423",41.0746889,35.5178423
Samsun,Bafra,Samsun Bafra,"41.5642473,35.8849641",41.5642473,35.8849641
Samsun,Canik,Samsun Canik,"41.2915306,36.2724136",41.2915306,36.2724136
Samsun,Ayvacık,Samsun Ayvacık,"40.9799774,36.3717075",40.9799774,36.3717075
Samsun,Atakum,Samsun Atakum,"41.2915306,36.2724136",41.2915306,36.2724136
Samsun,Asarcık,Samsun Asarcık,"41.0368395,36.2289664",41.0368395,36.2289664
Samsun,Alaçam,Samsun Alaçam,"41.6078698,35.5938596",41.6078698,35.5938596
Samsun,2001-05-19 00:00:00,Samsun 2001-05-19 00:00:00,"41.2915306,36.2724136",41.2915306,36.2724136
Samsun,Çarşamba,Samsun Çarşamba,"41.1951239,36.6997491",41.1951239,36.6997491
Siirt,Tillo,Siirt Tillo,"37.9566599,41.9770583",37.9566599,41.9770583
Siirt,Pervari,Siirt Pervari,"37.8689002,41.7686081",37.8689002,41.7686081
Siirt,Şirvan,Siirt Şirvan,"38.0855377,42.0300342",38.0855377,42.0300342
Siirt,Merkez,Siirt Merkez,"37.8689002,41.7686081",37.8689002,41.7686081
Siirt,Eruh,Siirt Eruh,"37.7488949,42.1737129",37.7488949,42.1737129
Siirt,Baykan,Siirt Baykan,"38.1631448,41.7803954",38.1631448,41.7803954
Siirt,Kurtalan,Siirt Kurtalan,"37.8965746,41.4367672",37.8965746,41.4367672
Sinop,Türkeli,Sinop Türkeli,"41.9453004,34.3346105",41.9453004,34.3346105
Sinop,Gerze,Sinop Gerze,"41.8019756,35.1768233",41.8019756,35.1768233
Sinop,Saraydüzü,Sinop Saraydüzü,"41.3269009,34.8474695",41.3269009,34.8474695
Sinop,Erfelek,Sinop Erfelek,"41.880968,34.8911363",41.880968,34.8911363
Sinop,Merkez,Sinop Merkez,"41.8859688,34.8543405",41.8859688,34.8543405
Sinop,Dikmen,Sinop Dikmen,"41.651315,35.2627757",41.651315,35.2627757
Sinop,Boyabat,Sinop Boyabat,"41.4658736,34.7678213",41.4658736,34.7678213
Sinop,Ayancık,Sinop Ayancık,"41.9443124,34.5839463",41.9443124,34.5839463
Sinop,Durağan,Sinop Durağan,"41.4144349,35.0202685",41.4144349,35.0202685
Sivas,Zara,Sivas Zara,"39.8939121,37.7266955",39.8939121,37.7266955
Sivas,Yıldızeli,Sivas Yıldızeli,"39.870182,36.5895418",39.870182,36.5895418
Sivas,Ulaş,Sivas Ulaş,"39.4441486,37.0295528",39.4441486,37.0295528
Sivas,Şarkışla,Sivas Şarkışla,"39.3509839,36.3856176",39.3509839,36.3856176
Sivas,Merkez,Sivas Merkez,"39.784186,36.660104",39.784186,36.660104
Sivas,Koyulhisar,Sivas Koyulhisar,"40.2970551,37.8235209",40.2970551,37.8235209
Sivas,Kangal,Sivas Kangal,"39.1984304,37.0668693",39.1984304,37.0668693
Sivas,İmranlı,Sivas İmranlı,"39.8734386,38.1071559",39.8734386,38.1071559
Sivas,Suşehri,Sivas Suşehri,"40.1664035,38.0670101",40.1664035,38.0670101
Sivas,Gürün,Sivas Gürün,"38.7221847,37.2595056",38.7221847,37.2595056
Sivas,Gölova,Sivas Gölova,"40.0619096,38.6017815",40.0619096,38.6017815
Sivas,Gemerek,Sivas Gemerek,"39.1835927,36.0620519",39.1835927,36.0620519
Sivas,Doğanşar,Sivas Doğanşar,"40.2142401,37.5313884",40.2142401,37.5313884
Sivas,Divriği,Sivas Divriği,"39.3707186,38.1039699",39.3707186,38.1039699
Sivas,Altınyayla,Sivas Altınyayla,"39.2308678,36.6949989",39.2308678,36.6949989
Sivas,Akıncılar,Sivas Akıncılar,"40.0833401,38.341667",40.0833401,38.341667
Sivas,Hafik,Sivas Hafik,"39.8743034,37.2066608",39.8743034,37.2066608
Tekirdağ,Süleymanpaşa,Tekirdağ Süleymanpaşa,"40.9599076,27.4754599",40.9599076,27.4754599
Tekirdağ,Şarköy,Tekirdağ Şarköy,"40.6149882,27.0943336",40.6149882,27.0943336
Tekirdağ,Saray,Tekirdağ Saray,"41.4437712,27.9101368",41.4437712,27.9101368
Tekirdağ,Muratlı,Tekirdağ Muratlı,"41.174194,27.3015835",41.174194,27.3015835
Tekirdağ,Marmaraereğlisi,Tekirdağ Marmaraereğlisi,"40.9997616,27.8011269",40.9997616,27.8011269
Tekirdağ,Malkara,Tekirdağ Malkara,"40.8973316,26.8801841",40.8973316,26.8801841
Tekirdağ,Hayrabolu,Tekirdağ Hayrabolu,"41.2124951,27.0954124",41.2124951,27.0954124
Tekirdağ,Ergene,Tekirdağ Ergene,"41.3516217,26.9063209",41.3516217,26.9063209
Tekirdağ,Çorlu,Tekirdağ Çorlu,"41.1660132,27.7642256",41.1660132,27.7642256
Tekirdağ,Çerkezköy,Tekirdağ Çerkezköy,"41.2880574,27.9770126",41.2880574,27.9770126
Tekirdağ,Kapaklı,Tekirdağ Kapaklı,"41.3322321,27.9732903",41.3322321,27.9732903
Tokat,Zile,Tokat Zile,"40.2996979,35.869884",40.2996979,35.869884
Tokat,Reşadiye,Tokat Reşadiye,"40.3922976,37.3317989",40.3922976,37.3317989
Tokat,Yeşilyurt,Tokat Yeşilyurt,"40.005295,36.2106812",40.005295,36.2106812
Tokat,Turhal,Tokat Turhal,"40.3937038,36.0555017",40.3937038,36.0555017
Tokat,Sulusaray,Tokat Sulusaray,"39.993403,36.0759054",39.993403,36.0759054
Tokat,Pazar,Tokat Pazar,"40.2788849,36.2827888",40.2788849,36.2827888
Tokat,Başçiftlik,Tokat Başçiftlik,"40.5450175,37.1658148",40.5450175,37.1658148
Tokat,Merkez,Tokat Merkez,"40.2615286,36.4623078",40.2615286,36.4623078
Tokat,Erbaa,Tokat Erbaa,"40.6821907,36.5437446",40.6821907,36.5437446
Tokat,Artova,Tokat Artova,"40.1150475,36.2882317",40.1150475,36.2882317
Tokat,Almus,Tokat Almus,"40.3777211,36.898082",40.3777211,36.898082
Tokat,Niksar,Tokat Niksar,"40.5887352,36.9208011",40.5887352,36.9208011
Trabzon,Tonya,Trabzon Tonya,"40.8866001,39.2879637",40.8866001,39.2879637
Trabzon,Sürmene,Trabzon Sürmene,"40.9043696,40.1070116",40.9043696,40.1070116
Trabzon,Ortahisar,Trabzon Ortahisar,"40.9929989,39.689975",40.9929989,39.689975
Trabzon,Of,Trabzon Of,"40.8817023,40.2502849",40.8817023,40.2502849
Trabzon,Maçka,Trabzon Maçka,"40.809791,39.6044874",40.809791,39.6044874
Trabzon,Köprübaşı,Trabzon Köprübaşı,"40.7095667,40.0259855",40.7095667,40.0259855
Trabzon,Hayrat,Trabzon Hayrat,"40.8894391,40.3655207",40.8894391,40.3655207
Trabzon,Çaykara,Trabzon Çaykara,"40.7454395,40.2411043",40.7454395,40.2411043
Trabzon,Dernekpazarı,Trabzon Dernekpazarı,"40.799143,40.2464334",40.799143,40.2464334
Trabzon,Çarşıbaşı,Trabzon Çarşıbaşı,"41.0177429,39.3578111",41.0177429,39.3578111
Trabzon,Beşikdüzü,Trabzon Beşikdüzü,"41.0533462,39.2229999",41.0533462,39.2229999
Trabzon,Arsin,Trabzon Arsin,"40.9534932,39.9238843",40.9534932,39.9238843
Trabzon,Araklı,Trabzon Araklı,"40.9263665,40.0445566",40.9263665,40.0445566
Trabzon,Akçaabat,Trabzon Akçaabat,"41.0159759,39.550054",41.0159759,39.550054
Trabzon,Vakfıkebir,Trabzon Vakfıkebir,"41.0468446,39.2653707",41.0468446,39.2653707
Trabzon,Düzköy,Trabzon Düzköy,"40.8384391,39.3395501",40.8384391,39.3395501
Trabzon,Yomra,Trabzon Yomra,"40.9636212,39.8406638",40.9636212,39.8406638
Trabzon,Şalpazarı,Trabzon Şalpazarı,"40.941394,39.1904292",40.941394,39.1904292
Tunceli,Nazımiye,Tunceli Nazımiye,"39.1798326,39.8261467",39.1798326,39.8261467
Tunceli,Pülümür,Tunceli Pülümür,"39.4858271,39.8909664",39.4858271,39.8909664
Tunceli,Pertek,Tunceli Pertek,"38.8630708,39.3138273",38.8630708,39.3138273
Tunceli,Çemişgezek,Tunceli Çemişgezek,"39.0612362,38.909122",39.0612362,38.909122
Tunceli,Ovacık,Tunceli Ovacık,"39.3585292,39.2103944",39.3585292,39.2103944
Tunceli,Mazgirt,Tunceli Mazgirt,"39.0197272,39.6023453",39.0197272,39.6023453
Tunceli,Merkez,Tunceli Merkez,"39.1326228,39.3798027",39.1326228,39.3798027
Tunceli,Hozat,Tunceli Hozat,"39.1044367,39.2175363",39.1044367,39.2175363
Uşak,Banaz,Uşak Banaz,"38.7394057,29.7387591",38.7394057,29.7387591
Uşak,Eşme,Uşak Eşme,"38.4002548,28.9577478",38.4002548,28.9577478
Uşak,Karahallı,Uşak Karahallı,"38.3203998,29.5277204",38.3203998,29.5277204
Uşak,Merkez,Uşak Merkez,"38.6826406,28.8987987",38.6826406,28.8987987
Uşak,Ulubey,Uşak Ulubey,"38.4262754,29.2784848",38.4262754,29.2784848
Uşak,Sivaslı,Uşak Sivaslı,"38.4973173,29.6727173",38.4973173,29.6727173
Van,Tuşba,Van Tuşba,"38.5030084,43.2759837",38.5030084,43.2759837
Van,Saray,Van Saray,"38.5258463,44.0772124",38.5258463,44.0772124
Van,Özalp,Van Özalp,"38.7059908,43.8784227",38.7059908,43.8784227
Van,Muradiye,Van Muradiye,"38.9872357,43.7551923",38.9872357,43.7551923
Van,İpekyolu,Van İpekyolu,"38.6052093,43.4203772",38.6052093,43.4203772
Van,Gevaş,Van Gevaş,"38.3005524,43.0821141",38.3005524,43.0821141
Van,Erciş,Van Erciş,"39.0291759,43.3228701",39.0291759,43.3228701
Van,Edremit,Van Edremit,"38.4069712,43.1507832",38.4069712,43.1507832
Van,Çatak,Van Çatak,"38.0014307,42.7637793",38.0014307,42.7637793
Van,Çaldıran,Van Çaldıran,"39.1385902,43.8936293",39.1385902,43.8936293
Van,Başkale,Van Başkale,"38.0429449,44.0106742",38.0429449,44.0106742
Van,Bahçesaray,Van Bahçesaray,"38.1069142,42.7241223",38.1069142,42.7241223
Van,Gürpınar,Van Gürpınar,"38.1153594,43.2977973",38.1153594,43.2977973
Yalova,Termal,Yalova Termal,"40.5961203,29.1337971",40.5961203,29.1337971
Yalova,Altınova,Yalova Altınova,"40.6899107,29.4883147",40.6899107,29.4883147
Yalova,Armutlu,Yalova Armutlu,"40.5131945,28.7837853",40.5131945,28.7837853
Yalova,Çiftlikköy,Yalova Çiftlikköy,"40.6664873,29.3247681",40.6664873,29.3247681
Yalova,Çınarcık,Yalova Çınarcık,"40.6433853,29.0683126",40.6433853,29.0683126
Yalova,Merkez,Yalova Merkez,"40.5941608,29.226623",40.5941608,29.226623
Yozgat,Boğazlıyan,Yozgat Boğazlıyan,"39.1891947,35.2370803",39.1891947,35.2370803
Yozgat,Aydıncık,Yozgat Aydıncık,"40.1293631,35.2842588",40.1293631,35.2842588
Yozgat,Yerköy,Yozgat Yerköy,"39.6456203,34.4512486",39.6456203,34.4512486
Yozgat,Akdağmadeni,Yozgat Akdağmadeni,"39.6631406,35.8703848",39.6631406,35.8703848
Yozgat,Sorgun,Yozgat Sorgun,"39.7929908,35.1377978",39.7929908,35.1377978
Yozgat,Şefaatli,Yozgat Şefaatli,"39.5013526,34.7472739",39.5013526,34.7472739
Yozgat,Sarıkaya,Yozgat Sarıkaya,"39.5061781,35.2409863",39.5061781,35.2409863
Yozgat,Yenifakılı,Yozgat Yenifakılı,"39.2130647,34.995392",39.2130647,34.995392
Yozgat,Merkez,Yozgat Merkez,"39.7530844,34.421461",39.7530844,34.421461
Yozgat,Kadışehri,Yozgat Kadışehri,"39.9953221,35.7880069",39.9953221,35.7880069
Yozgat,Çekerek,Yozgat Çekerek,"40.0632585,35.4912053",40.0632585,35.4912053
Yozgat,Çandır,Yozgat Çandır,"39.2441792,35.5073763",39.2441792,35.5073763
Yozgat,Saraykent,Yozgat Saraykent,"39.6865731,35.4978429",39.6865731,35.4978429
Yozgat,Çayıralan,Yozgat Çayıralan,"39.3061979,35.6217195",39.3061979,35.6217195
Zonguldak,Alaplı,Zonguldak Alaplı,"41.1789622,31.3828208",41.1789622,31.3828208
Zonguldak,Çaycuma,Zonguldak Çaycuma,"41.4332368,32.0556076",41.4332368,32.0556076
Zonguldak,Devrek,Zonguldak Devrek,"41.2204712,31.9508008",41.2204712,31.9508008
Zonguldak,Ereğli,Zonguldak Ereğli,"41.2770011,31.4183811",41.2770011,31.4183811
Zonguldak,Merkez,Zonguldak Merkez,"41.3750378,31.8323045",41.3750378,31.8323045
Zonguldak,Kozlu,Zonguldak Kozlu,"41.4388651,31.7436598",41.4388651,31.7436598
Zonguldak,Kilimli,Zonguldak Kilimli,"41.4881861,31.8566408",41.4881861,31.8566408
Zonguldak,Gökçebey,Zonguldak Gökçebey,"41.3076267,32.1255038",41.3076267,32.1255038
Çanakkale,Ayvacık,Çanakkale Ayvacık,"39.6052082,26.3986694",39.6052082,26.3986694
Çanakkale,Bayramiç,Çanakkale Bayramiç,"39.8076956,26.6040464",39.8076956,26.6040464
Çanakkale,Biga,Çanakkale Biga,"40.2260629,27.2326488",40.2260629,27.2326488
Çanakkale,Bozcaada,Çanakkale Bozcaada,"39.8171701,26.0024866",39.8171701,26.0024866
Çanakkale,Çan,Çanakkale Çan,"40.0313349,27.0475968",40.0313349,27.0475968
Çanakkale,Yenice,Çanakkale Yenice,"39.9274041,27.2549989",39.9274041,27.2549989
Çanakkale,Ezine,Çanakkale Ezine,"39.7830426,26.3322149",39.7830426,26.3322149
Çanakkale,Gelibolu,Çanakkale Gelibolu,"40.4145754,26.6619072",40.4145754,26.6619072
Çanakkale,Gökçeada,Çanakkale Gökçeada,"40.1980561,25.9061066",40.1980561,25.9061066
Çanakkale,Lapseki,Çanakkale Lapseki,"40.3417199,26.6738095",40.3417199,26.6738095
Çanakkale,Merkez,Çanakkale Merkez,"40.0707215,26.3391243",40.0707215,26.3391243
Çanakkale,Eceabat,Çanakkale Eceabat,"40.2128638,26.2477463",40.2128638,26.2477463
Çankırı,Orta,Çankırı Orta,"40.6023569,32.9950418",40.6023569,32.9950418
Çankırı,Merkez,Çankırı Merkez,"40.5576072,33.6503834",40.5576072,33.6503834
Çankırı,Kurşunlu,Çankırı Kurşunlu,"40.839549,33.2525264",40.839549,33.2525264
Çankırı,Korgun,Çankırı Korgun,"40.731396,33.5074105",40.731396,33.5074105
Çankırı,Ilgaz,Çankırı Ilgaz,"40.9268264,33.620469",40.9268264,33.620469
Çankırı,Eldivan,Çankırı Eldivan,"40.527587,33.4903175",40.527587,33.4903175
Çankırı,Çerkeş,Çankırı Çerkeş,"40.8140028,32.8836747",40.8140028,32.8836747
Çankırı,Bayramören,Çankırı Bayramören,"40.9430144,33.1988764",40.9430144,33.1988764
Çankırı,Şabanözü,Çankırı Şabanözü,"40.4800231,33.2709569",40.4800231,33.2709569
Çankırı,Kızılırmak,Çankırı Kızılırmak,"40.3938563,33.8915729",40.3938563,33.8915729
Çankırı,Yapraklı,Çankırı Yapraklı,"40.7468551,33.8196295",40.7468551,33.8196295
Çankırı,Atkaracalar,Çankırı Atkaracalar,"40.809721,33.0732944",40.809721,33.0732944
Çorum,Sungurlu,Çorum Sungurlu,"40.1655829,34.3777512",40.1655829,34.3777512
Çorum,Uğurludağ,Çorum Uğurludağ,"40.4460511,34.4453864",40.4460511,34.4453864
Çorum,Alaca,Çorum Alaca,"40.1657089,34.8403974",40.1657089,34.8403974
Çorum,Bayat,Çorum Bayat,"40.640767,34.2555268",40.640767,34.2555268
Çorum,Dodurga,Çorum Dodurga,"40.8394274,34.6458128",40.8394274,34.6458128
Çorum,İskilip,Çorum İskilip,"40.7297045,34.4678349",40.7297045,34.4678349
Çorum,Kargı,Çorum Kargı,"41.1385564,34.4811644",41.1385564,34.4811644
Çorum,Boğazkale,Çorum Boğazkale,"40.0268841,34.6047944",40.0268841,34.6047944
Çorum,Mecitözü,Çorum Mecitözü,"40.5191446,35.2248129",40.5191446,35.2248129
Çorum,Merkez,Çorum Merkez,"40.499443,34.7215549",40.499443,34.7215549
